FacilityName,LicenseNumber,Status,IssueDate,StatusEffectivedate,LastRenewalDate,zipcode,City
PROCOMP PHARMACY,PP415700L,Out of Business,2000-09-20,2007-12-31,2005-09-16,19134,PHILADELPHIA
PROFESSIONAL COMPOUNDING PHARMACISTS OF WESTERN PENNSYLVANIA,PP481218,Out of Business,2003-02-19,2019-01-11,2017-07-25,15656,LEECHBURG
PROFESSIONAL HEALTH PHARMACY LTD,PP411241L,Out of Business,1984-04-06,1986-11-19,1985-08-02,19147,PHILADELPHIA
PROFESSIONAL HOME CARE SERVICE,PP414200L,Out of Business,1989-07-20,2015-07-31,2015-08-25,19464,POTTSTOWN
PROFESSIONAL PHARMACY OF BIRDSBORO,PP414988L,Out of Business,1995-02-07,1995-10-16,1995-07-03,19508,BIRDSBORO
PROFESSIONAL PHARMACY OF GREENSBURG,PP411916L,Out of Business,1977-08-10,2001-01-12,1999-10-19,15601,GREENSBURG
PROFESSIONAL PHARMACY SERVICES,PP415316L,Out of Business,1997-08-28,2012-05-31,2011-08-19,17847,MILTON
PROFESSIONAL PLAZA PHARMACY,PP412395L,Out of Business,1981-02-03,1990-07-01,1989-09-14,19335,DOWNINGTOWN
PROSPECT CENTER PHARMACY,PP411920L,Out of Business,1977-07-27,1991-06-04,1989-08-15,15227,PITTSBURGH
PROSSERS DRUG STORE INC,PP411921L,Out of Business,1977-07-11,1995-05-01,1993-08-10,18055,HELLERTOWN
PRS PHARMACY SERVICES,HP417027L,Out of Business,1977-07-21,2002-08-16,2001-08-07,172610999,S MOUNTAIN
PRYORS PHARMACY,PP411923L,Out of Business,1977-07-18,1994-05-27,1993-07-19,19067,MORRISVILLE
PUBLIC DRUG OF DARBY,PP410423L,Out of Business,1977-07-14,2015-11-04,2015-06-12,19023,DARBY
PUBLIC DRUG STORES,PP412154L,Out of Business,1977-08-29,2000-12-30,1999-07-15,15074,ROCHESTER
PUBLIC DRUG STORES,PP411072L,Out of Business,1977-07-19,1989-10-20,1989-08-24,15061,MONACA
PUBLIC DRUG STORES,PP411924L,Out of Business,1977-09-02,1984-11-20,1979-07-10,15009,BEAVER
PUBLIC DRUG STORES,PP411925L,Out of Business,1977-09-02,2006-08-10,2005-08-03,15009,BEAVER
PUBLIC DRUG STORES,PP414013L,Out of Business,1988-02-19,2005-02-07,2003-07-11,15009,BEAVER
PUBLIC DRUG STORES,PP413835L,Out of Business,1986-09-11,2000-07-21,1997-07-28,15001,ALIQUIPPA
PULMODOSE EAST,PP413836L,Out of Business,1986-09-16,2009-06-01,2007-07-31,18974,WARMINSTER
PVPL PHARMACY,PP481946,Out of Business,2009-08-12,2010-09-15,,17406,YORK
QUALITY DRUG STORES,PP410163L,Out of Business,1977-08-29,1980-09-11,1979-09-25,19464,POTTSTOWN
QUALITY MARKETS PHARMACY 63,PP414965L,Out of Business,1994-12-19,2008-02-08,2007-07-13,16505,ERIE
QUARRYVILLE DRUG CO,PP411934L,Out of Business,1977-08-02,1998-06-25,1997-06-24,17566,QUARRYVILLE
QUEEN PHARMACY,PP415165L,Out of Business,1996-06-20,2014-01-22,2013-06-14,17602,LANCASTER
QUEEN VILLAGE PHARMACY,PP411147L,Out of Business,1977-08-05,1992-09-23,1991-08-08,19147,PHILADELPHIA
QUEEN VILLAGE PHARMACY,PP414697L,Out of Business,1993-01-08,1996-02-13,1995-10-19,19147,PHILADELPHIA
QUIK-SCRIPT DRUGS,PP410826L,Out of Business,1978-06-07,1999-03-08,1997-07-17,19026,DREXEL HILL
R AND S DRUGS,PP411129L,Out of Business,1977-07-15,1996-12-08,1995-08-09,19151,PHILADELPHIA
R J ROSIECKIS PHARMACY,PP411918L,Out of Business,1977-07-25,1997-06-28,1995-07-17,18452,PECKVILLE
R M H HEALTH CARE CENTER PHARMACY,PP418291L,Out of Business,1977-07-25,2007-12-19,2007-07-30,19063,MEDIA
R X D PHARMACY,PP411088L,Out of Business,1977-07-13,1988-01-04,1987-07-08,19047,FEASTERVILLE
RACKS PHARMACY,PP413499L,Out of Business,1977-10-12,1988-02-03,1987-07-10,15037,ELIZABETH
RADNOR PHARMACY,PP411947L,Out of Business,1977-08-29,2005-11-18,2005-07-19,19085,VILLANOVA
RAKERS PHARMACY,PP411952L,Out of Business,1977-08-10,1998-02-09,1997-08-25,19134,PHILADELPHIA
RALPH PHARMACY,PP411954L,Out of Business,1977-07-21,2006-12-08,2005-07-06,15204,PITTSBURGH
RALPH S KUHN APOTHECARY,PP411955L,Out of Business,1977-08-04,1982-12-02,1981-07-15,18901,DOYLESTOWN
RAMIN PHARMACY,PP411957L,Out of Business,1977-07-11,2001-09-01,1999-06-16,17701,WILLIAMSPORT
RAMON PHARMACY,PP411958L,Out of Business,1977-07-22,2015-09-29,2015-07-06,19149,PHILADELPHIA
RAMON PHARMACY 2 INC,PP410311L,Out of Business,1977-07-11,1996-06-25,1995-07-19,19149,PHILADELPHIA
RANDOLPH PARK PHARMACY,PP411959L,Out of Business,1977-07-22,1981-01-21,1979-08-28,17403,YORK
RANIERS COMPOUNDING LABORATORY,PP415594L,Out of Business,1999-11-02,2007-10-22,2007-07-10,15644,JEANNETTE
RANIER'S PHARMACY,PP414753L,Out of Business,1993-07-08,2019-02-21,2017-08-01,15644,JEANNETTE
RANIERS SPECIALTY CARE PHARMACY,PP415595L,Out of Business,1999-11-02,2002-07-01,2001-08-02,15644,JEANNETTE
RAYANNES PHARMACY,PP411966L,Out of Business,1977-09-08,1989-09-20,1989-08-24,19120,PHILADELPHIA
RAYMOND S BOUNDS PHARMACY,PP411968L,Out of Business,1977-08-09,1983-08-11,1981-08-04,19139,PHILADELPHIA
RAYS PHARMACY,PP411969L,Out of Business,1977-07-08,1991-12-09,1991-06-25,15010,BEAVER FALLS
REA AND DERICK,PP413819L,Out of Business,1986-07-22,1991-07-19,1989-09-22,18049,EMMAUS
REA AND DERICK 1873,PP414098L,Out of Business,1988-10-27,1991-05-30,1990-09-26,17815,BLOOMSBURG
REA AND DERICK 1874,PP414087L,Out of Business,1988-09-27,1992-05-02,1991-08-06,18706,ASHLEY
REA AND DERICK DRUGS INC,PP410729L,Out of Business,1977-10-28,1991-06-19,1990-09-19,18840,SAYRE
REA AND DERICK INC,PP412108L,Out of Business,1980-03-21,1983-05-10,1982-04-09,17602,LANCASTER
REA AND DERICK INC,PP413427L,Out of Business,1977-07-20,1991-05-30,1989-09-08,18703,WILKES BARRE
REA AND DERICK INC,PP413543L,Out of Business,1977-07-20,1991-05-30,1991-04-25,18201,HAZLETON
REA AND DERICK INC,PP411971L,Out of Business,1977-07-20,1991-09-04,1990-04-13,18052,WHITEHALL
REA AND DERICK INC,PP410906L,Out of Business,1977-08-04,1984-05-16,1983-08-08,16701,BRADFORD
REA AND DERICK INC,PP412019L,Out of Business,1977-07-20,1991-07-19,1989-09-11,18360,STROUDSBURG
REA AND DERICK INC,PP410786L,Out of Business,1978-02-23,1991-11-12,1989-09-25,18360,STROUDSBURG
REA AND DERICK INC,PP410272L,Out of Business,1977-07-20,1984-03-27,1983-08-08,16507,ERIE
REA AND DERICK INC,PP410632L,Out of Business,1977-07-20,1981-12-08,1981-07-24,16501,ERIE
REA AND DERICK INC,PP411999L,Out of Business,1977-07-20,1981-10-29,1981-07-24,17104,HARRISBURG
REA AND DERICK INC,PP412023L,Out of Business,1977-07-20,1981-09-25,1981-07-24,17104,HARRISBURG
REA AND DERICK INC,PP413335L,Out of Business,1977-07-20,1984-04-06,1983-08-08,18235,LEHIGHTON
REA AND DERICK INC,PP412247L,Out of Business,1980-10-01,1992-05-16,1991-10-15,17931,FRACKVILLE
REA AND DERICK INC,PP412179L,Out of Business,1980-06-19,1987-11-02,1987-08-04,17872,SHAMOKIN
REA AND DERICK INC,PP411992L,Out of Business,1977-07-20,1991-05-30,1989-09-11,17847,MILTON
REA AND DERICK INC,PP411995L,Out of Business,1977-07-20,1982-08-18,1981-07-24,17851,MOUNT CARMEL
READING INSTITUTE OF REHABILITATION,PP418236L,Out of Business,,1975-08-31,,19607,READING
REAS PHARMACY,PP412029L,Out of Business,1977-07-06,1996-04-12,1995-06-22,19013,CHESTER
RED & WHITE PHARMACY,PP413428L,Out of Business,1977-09-02,1999-11-08,1999-06-30,15227,PITTSBURGH
RED LION PHARMACY INC,PP415657L,Out of Business,2000-05-31,2002-09-26,2001-07-31,19115,PHILADELPHIA
RED ROSE PHARMACY,PP413663L,Out of Business,1985-04-19,2010-03-16,2009-07-29,17603,LANCASTER
RED ROSE PHARMACY,PP481041,Out of Business,2001-10-02,2004-05-01,2003-07-14,17602,LANCASTER
REDDON PHARMACY,PP415182L,Out of Business,1996-07-29,2007-08-01,2005-07-20,18847,SUSQUEHANNA
REDICKA PHARMACY,PP412037L,Out of Business,1977-08-16,2007-10-01,2005-08-11,18641,DUPONT
REDIDRUGS,PP411734L,Out of Business,1979-09-18,1980-12-09,1979-09-18,15146,MONROEVILLE
REDNERS PHARMACY,PP411702L,Out of Business,1979-06-18,1984-11-20,1979-10-16,18076,RED HILL
REDNERS PHARMACY,PP410990L,Out of Business,1979-05-21,1988-11-21,1988-10-03,17578,REAMSTOWN
REDSTONE PHARMACY,PP411751L,Out of Business,1979-08-02,2012-09-21,2011-06-16,15475,REPUBLIC
REED PHARMACY,PP412039L,Out of Business,1977-08-25,1987-08-17,1986-11-05,19054,LEVITTOWN
REEDS REXALL DRUGS INC,PP412040L,Out of Business,1977-08-18,1996-08-14,1995-06-22,15417,BROWNSVILLE
REESE PHARMACY  LLC,PP412043L,Out of Business,1977-07-18,2008-11-17,2007-06-20,19118,PHILADELPHIA
REGAL DRUGS INC,PP412045L,Out of Business,1977-07-29,1989-02-23,1987-07-14,19605,READING
REGAL PHARMACY II LTC,PP415723L,Out of Business,2000-11-13,2005-04-29,2003-07-22,19063,ELWYN
REGAL PHARMACY INC,PP412048L,Out of Business,1977-07-11,2004-12-07,2003-07-01,19124,PHILADELPHIA
REGENT PHARMACY,PP412049L,Out of Business,1977-07-20,1992-04-11,1991-07-02,15218,EDGEWOOD
REGIONAL CANCER CENTER PHARMACY,PP414100L,Out of Business,1988-10-27,2017-03-31,2015-06-18,16505,ERIE
REGIONAL PHARMACY,PP482553,Out of Business,2015-05-19,2019-02-15,2017-08-03,17603,LANCASTER
REIBSTEIN PHARMACY,PP412050L,Out of Business,1977-08-02,1986-04-16,1983-07-19,19119,PHILADELPHIA
REMEDI SENIORCARE,PP482382,Out of Business,2013-06-07,2016-03-04,2015-08-26,19460,PHOENIXVILLE
REMEDIES,PP412743L,Out of Business,1977-07-12,2007-09-28,2007-08-17,15219,PITTSBURGH
RENEL PHARMACY,PP412058L,Out of Business,1977-08-04,1990-08-23,1989-09-21,19138,PHILADELPHIA
RENOVO PHARMACY INC,PP413555L,Out of Business,1977-07-19,2008-03-03,2007-06-11,17764,RENOVO
RENZULLIS PHARMACY,PP412061L,Out of Business,1977-08-29,1997-02-03,1995-06-22,19151,PHILADELPHIA
RESPONSE IMPACT CENTER OF ABINGTON,PP415410L,Out of Business,1998-07-14,1999-02-23,1998-10-21,19090,WILLOW GROVE
REST HAVEN NURSING HOME PHARMACY,HP416569L,Out of Business,1977-08-29,2006-05-15,2005-08-12,179722212,SHUYKL HAVEN
RETREAT STATE HOSPITAL PHARMACY,HP417024L,Out of Business,1977-07-13,1980-11-12,1979-07-10,18621,HUNLOCK CREEK
RETZER HYDE DRUG,PP411965L,Out of Business,1977-07-22,1987-02-20,1985-07-09,15090,WEXFORD
RETZER HYDE DRUGS,PP412063L,Out of Business,1977-10-03,1983-12-18,1983-07-07,15212,PITTSBURGH
RETZER-HYDE DRUGS,PP413016L,Out of Business,1977-10-03,1990-08-13,1989-10-20,15202,PITTSBURGH
REVCO DRUG CENTER,PP413377L,Out of Business,1977-08-08,1986-02-10,1985-08-27,15205,PITTSBURGH
REVCO DRUG CENTER,PP410741L,Out of Business,1977-12-12,1986-02-10,1985-08-27,15102,BETHEL PARK
REVCO DRUG CENTER,PP410897L,Out of Business,1978-08-22,1986-03-18,1985-08-27,18503,SCRANTON
REVCO DRUG CENTER,PP412501L,Out of Business,1981-07-02,1991-06-13,1989-09-11,16148,HERMITAGE
REVCO DRUG CENTER,PP412901L,Out of Business,1977-08-08,1990-03-10,1989-12-26,15068,NW KENSINGTON
REVCO DRUG CENTER,PP412819L,Out of Business,1982-03-29,1990-04-09,1990-03-27,17011,CAMP HILL
REVCO DRUG CENTER,PP412843L,Out of Business,1982-06-17,1986-04-22,1985-08-27,16830,CLEARFIELD
REVCO DRUG CENTER,PP411859L,Out of Business,1979-10-17,1986-02-10,1985-08-27,15146,MONROEVILLE
REVCO DRUG CENTER,PP412572L,Out of Business,1981-10-02,1985-10-29,1985-08-27,15656,LEECHBURG
REVCO DRUG CENTER 1151,PP414632L,Out of Business,1992-08-05,1996-09-14,1995-07-18,15147,VERONA
REVCO DRUG CENTER 190,PP414744L,Out of Business,1993-05-26,1995-02-18,1995-02-03,15104,BRADDOCK
REVCO DRUG CENTER 2732,PP414163L,Out of Business,1989-03-27,1991-06-04,1991-02-27,15222,PITTSBURGH
REVCO DRUG CENTER 2738,PP413939L,Out of Business,1987-07-13,1991-02-04,1989-09-11,16602,ALTOONA
REVCO DRUG CENTER 3179,PP415137L,Out of Business,1996-03-06,1997-11-19,1997-08-26,17013,CARLISLE
REVCO DRUG CENTER 4016,PP412924L,Out of Business,1982-10-13,1997-10-22,1997-08-12,17847,MILTON
REVCO DRUG CENTER 4038,PP410739L,Out of Business,1977-11-01,1997-10-03,1997-08-11,18101,ALLENTOWN
REVCO DRUG CENTER 4046,PP412874L,Out of Business,1977-09-02,1998-06-17,1997-08-11,15901,JOHNSTOWN
REVCO DRUG CENTER 4207,PP411793L,Out of Business,1979-10-03,1997-09-24,1997-08-12,17042,LEBANON
REVCO DRUG CENTER 4242,PP410600L,Out of Business,1977-09-30,1997-10-29,1997-08-08,19607,READING
REVCO DRUG CENTER 4291,PP412559L,Out of Business,1981-10-02,1997-09-25,1997-08-08,18103,ALLENTOWN
REVCO DRUG CENTER 4631,PP415112L,Out of Business,1996-01-31,1997-09-25,1997-08-08,17602,LANCASTER
REVCO DRUG CENTER 5085,PP410669L,Out of Business,1977-08-30,1999-05-29,1999-05-07,16506,ERIE
REVCO DRUG CENTER 5092,PP413248L,Out of Business,1977-08-30,1998-06-17,1998-05-06,16127,GROVE CITY
REVCO DRUG CENTERS,PP412873L,Out of Business,,1990-04-07,1989-09-01,15501,SOMERSET
REVCO DRUG CENTERS,PP412892L,Out of Business,1977-08-08,1984-02-06,1979-09-04,15146,MONROEVILLE
REVCO DRUG CENTERS,PP410188L,Out of Business,1977-08-08,1990-04-11,1989-09-26,15017,BRIDGEVILLE
REVCO DRUG CENTERS,PP412882L,Out of Business,1977-08-08,1990-04-07,1989-08-31,15904,JOHNSTOWN
REVCO DRUG CENTERS,PP412906L,Out of Business,1977-08-08,1978-03-16,1977-08-16,16601,ALTOONA
REVCO DRUG CENTERS,PP412891L,Out of Business,1977-09-02,1986-02-06,1985-08-27,17401,YORK
REVCO DRUG CENTERS,PP410587L,Out of Business,1977-10-28,1981-09-03,1981-08-06,16335,MEADVILLE
REVCO DRUG CENTERS,PP412903L,Out of Business,1977-08-08,1987-12-29,1987-08-24,15237,PITTSBURGH
REVCO DRUG CENTERS,PP412893L,Out of Business,1977-09-02,1986-06-05,1983-08-08,15010,BEAVER FALLS
REVCO DRUG CENTERS,PP412886L,Out of Business,1977-08-08,1993-03-27,1992-12-09,17111,HARRISBURG
REVCO DRUG CENTERS,PP413403L,Out of Business,1977-08-08,1993-03-27,1991-08-14,17112,HARRISBURG
REVCO DRUG CENTERS 1007,PP412879L,Out of Business,1977-08-08,1997-04-19,1996-01-16,15222,PITTSBURGH
REVCO DRUG CENTERS 4063,PP412876L,Out of Business,1977-09-02,1997-09-24,1997-08-12,18704,EDWARDSVILLE
REZNOR DRUG CO,PP412068L,Out of Business,1977-07-26,1979-10-10,1979-07-10,16146,SHARON
RG RESPIRATORY INC,PP481183,Out of Business,2002-10-09,2009-08-24,2007-08-03,19032,FOLCROFT
RHAWN STREET PHARMACY,PP482440,Out of Business,2014-02-21,2017-11-30,2017-07-31,19152,PHILADELPHIA
RHOADS PHARMACY,PP412070L,Out of Business,1977-07-21,2018-05-04,2017-07-25,17036,HUMMELSTOWN
RHOADS PHARMACY,PP410110L,Out of Business,1977-08-23,2000-07-21,1997-12-10,17057,MIDDLETOWN
RHODES PHARMACY,PP412071L,Out of Business,1977-08-23,2007-10-01,2007-06-13,17551,MILLERSVILLE
RICHARD RITTER PHARMACY,PP411216L,Out of Business,1977-09-20,2019-04-22,2017-08-25,18015,BETHLEHEM
RICHARDS DRUG CO,PP412072L,Out of Business,1977-08-02,1994-11-01,1994-07-18,19151,PHILADELPHIA
RICHARDS PHARMACY,PP410279L,Out of Business,1977-07-07,1996-07-17,1995-07-05,15211,PITTSBURGH
RICHBERG PHARMACY,PP412076L,Out of Business,1977-08-16,1983-08-29,1981-09-14,19121,PHILADELPHIA
RICHLAND PHARMACY,PP412078L,Out of Business,1977-07-11,2007-11-17,2007-06-26,15044,GIBSONIA
RICHLAND REXALL DRUG STORE,PP412079L,Out of Business,1977-08-08,1993-10-18,1993-08-17,15904,JOHNSTOWN
RICHMOND MEDICAL PHARMACY INC,PP413438L,Out of Business,1983-07-08,1998-01-08,1997-07-25,19134,PHILADELPHIA
RIDGE CREST PHARMACY,HP418163L,Out of Business,1977-07-14,2004-10-20,1977-08-16,19047,FEASTERVILLE
RIDGE VIEW PHARMACY,PP413963L,Out of Business,1987-09-16,1988-02-08,1987-09-16,17022,ELIZABETHTOWN
RINEHARTS PHARMACY,PP410853L,Out of Business,1977-07-13,1997-09-24,1995-06-29,15943,NANTY GLO
RINES PHARMACY INC,PP412083L,Out of Business,1977-07-12,1994-02-01,1993-07-19,17201,CHAMBERSBURG
RING DRUGS LTD,PP412084L,Out of Business,1977-08-16,2015-11-10,2015-08-18,19120,PHILADELPHIA
RINOVATO PHARMACY,PP410956L,Out of Business,1979-03-05,1986-05-01,1983-08-02,15845,JOHNSONBURG
RIOS PHARMACY,PP410430L,Out of Business,1977-07-11,1999-11-22,1999-06-25,19063,SPRINGFIELD
RIOS PHARMACY,PP412087L,Out of Business,,2000-07-11,1999-06-25,19070,MORTON
RITE AID #10895,PP413695L,Out of Business,1985-08-07,2019-02-06,2017-07-31,15035,EAST MCKEESPORT
RITE AID #10896,PP415508L,Out of Business,1999-06-02,2009-07-23,2009-08-13,15044,GIBSONIA
RITE AID #10897,PP412613L,Out of Business,1977-08-16,2008-09-06,2007-07-23,15056,LEETSDALE
RITE AID #10898,PP414996L,Out of Business,1995-03-07,2009-01-21,2007-07-23,15063,MONONGAHELA
RITE AID #10902,PP412612L,Out of Business,1977-08-16,2018-03-01,2017-07-31,15084,TARENTUM
RITE AID #10903,PP412690L,Out of Business,1977-08-16,2018-04-10,2017-07-31,15090,WEXFORD
RITE AID #10913,PP412582L,Out of Business,1977-08-16,2008-12-31,2007-07-23,15136,MCKEES ROCKS
RITE AID #10918,PP412668L,Out of Business,1977-08-16,2009-01-20,2007-07-23,15146,MONROEVILLE
RITE AID #10923,PP413715L,Out of Business,1985-10-08,2007-07-11,2005-08-10,15205,PITTSBURGH
RITE AID #10927,PP413259L,Out of Business,1982-12-20,2007-09-21,2007-07-23,15211,PITTSBURGH
RITE AID #10932,PP413282L,Out of Business,1983-03-14,2007-08-24,2007-07-23,15217,PITTSBURGH
RITE AID #10944,PP412685L,Out of Business,1977-08-16,2018-04-16,2017-07-31,15235,PITTSBURGH
RITE AID #10948,PP412676L,Out of Business,1977-08-16,2019-02-06,2017-07-31,15236,PLEASANT HILLS
RITE AID #10952,PP413599L,Out of Business,1977-08-16,2011-09-10,2011-07-07,15237,PITTSBURGH
RITE AID #10957,PP412664L,Out of Business,1977-08-16,2008-09-24,2007-07-23,15301,WASHINGTON
RITE AID #10959,PP414311L,Out of Business,1990-05-15,2008-06-04,2007-07-23,15317,MCMURRAY
RITE AID #10965,PP414503L,Out of Business,1991-10-09,2008-02-27,2007-07-24,15522,BEDFORD
RITE AID #10971,PP412622L,Out of Business,1977-08-16,2007-10-25,2007-07-23,156503005,LATROBE
RITE AID #10977,PP412598L,Out of Business,1977-08-16,2009-08-31,2007-07-23,15857,ST MARYS
RITE AID #10978,PP412618L,Out of Business,1977-08-16,2007-11-16,2007-07-23,15901,JOHNSTOWN
RITE AID #10981,PP412683L,Out of Business,1977-08-16,2007-09-01,2007-07-23,16001,BUTLER
RITE AID #10985,PP412925L,Out of Business,1982-10-08,2015-01-15,2013-07-25,16127,GROVE CITY
RITE AID #10997,PP412688L,Out of Business,1977-08-16,2017-02-08,2015-08-08,16201,KITTANNING
RITE AID #11000,PP412800L,Out of Business,1982-02-25,2010-10-03,2009-08-13,16319,CRANBERRY
RITE AID #11003,PP415045L,Out of Business,1995-07-18,2007-11-08,2007-07-23,16354,TITUSVILLE
RITE AID #11004,PP412578L,Out of Business,1981-10-02,2013-01-18,2011-07-07,16365,NORTH WARREN
RITE AID #11005,PP411445L,Out of Business,1977-07-11,2013-06-25,2011-07-07,164240800,LINESVILLE
RITE AID #11022,PP412631L,Out of Business,1977-08-13,2011-02-22,2009-08-13,17078,PALMYRA
RITE AID #11026,PP412574L,Out of Business,1977-08-16,2007-06-28,2005-08-24,17331,HANOVER
RITE AID #11028,PP411459L,Out of Business,1977-07-15,2007-09-26,2007-07-23,17345,MANCHESTER
RITE AID #11032,PP413379L,Out of Business,1977-08-16,2011-08-03,2011-07-07,17402,YORK
RITE AID #11035,PP412629L,Out of Business,1977-08-16,2007-10-11,2007-07-23,17603,LANCASTER
RITE AID #11039,PP410949L,Out of Business,1978-09-28,2011-03-17,2009-08-13,17821,DANVILLE
RITE AID #11041,PP414953L,Out of Business,1994-11-30,2009-08-07,2009-08-13,18017,BETHLEHEM
RITE AID #11044,PP415128L,Out of Business,1996-02-06,2012-03-22,2011-07-07,18042,EASTON
RITE AID #11051,PP414436L,Out of Business,1991-05-02,2012-01-23,2011-07-08,181012434,ALLENTOWN
RITE AID #11052,PP412681L,Out of Business,1977-08-16,2007-07-12,2007-07-23,18102,ALLENTOWN
RITE AID #11057,PP414010L,Out of Business,1988-02-16,2007-11-08,2007-07-23,18202,WEST HAZLETON
RITE AID #11065,PP413735L,Out of Business,1985-11-14,2007-11-14,2007-07-23,18411,CLARKS SUMMIT
RITE AID #11067,PP414591L,Out of Business,1992-04-21,2007-11-01,2007-07-23,18452,PECKVILLE
RITE AID #11071,PP413193L,Out of Business,1984-11-21,2007-07-15,2007-07-23,18512,DUNMORE
RITE AID #11072,PP413745L,Out of Business,1985-11-15,2007-09-26,2007-07-23,18518,OLD FORGE
RITE AID #11074,PP413869L,Out of Business,1986-12-01,2007-10-24,2007-07-23,186121237,DALLAS
RITE AID #11079,PP414411L,Out of Business,1991-01-31,2007-07-16,2007-07-23,18705,PLAINS
RITE AID #11086,PP413952L,Out of Business,1987-08-28,2011-12-16,2011-07-08,18901,DOYLESTOWN
RITE AID #11094,PP415426L,Out of Business,1998-09-29,2007-09-26,2007-07-23,18964,SOUDERTON
RITE AID #11098,PP410706L,Out of Business,1977-08-05,2009-09-25,2009-08-13,19004,BALA CYNWYD
RITE AID #11102,PP481414,Out of Business,2004-12-10,2011-01-20,2009-08-13,19063,MEDIA
RITE AID #11107,PP412640L,Out of Business,1977-08-16,2019-08-27,2019-07-24,19032,FOLCROFT
RITE AID #11108,PP413396L,Out of Business,1977-08-16,2011-12-22,2011-07-08,190443070,HORSHAM
RITE AID #11111,PP414153L,Out of Business,1989-02-22,2007-09-26,2007-07-23,19050,LANSDOWNE
RITE AID #11118,PP413044L,Out of Business,1977-08-16,2008-04-24,2007-07-24,19087,WAYNE
RITE AID #11120,PP414926L,Out of Business,1994-09-20,2009-07-23,2009-08-13,19090,WILLOW GROVE
RITE AID #11121,PP412674L,Out of Business,1977-08-16,2008-07-24,2007-07-24,19094,WOODLYN
RITE AID #11123,PP415030L,Out of Business,1995-06-01,2012-03-21,2011-07-08,19102,PHILADELPHIA
RITE AID #11128,PP410876L,Out of Business,1978-07-26,2007-08-24,2007-07-24,19115,PHILADELPHIA
RITE AID #11129,PP411453L,Out of Business,1984-07-12,2007-08-02,2007-07-24,19116,PHILADELPHIA
RITE AID #11132,PP410065L,Out of Business,1977-07-11,2017-06-08,2015-07-30,19128,PHILADELPHIA
RITE AID #11137,PP414636L,Out of Business,1992-08-20,2015-07-23,2015-07-11,19147,PHILADELPHIA
RITE AID #11138,PP413824L,Out of Business,1986-07-30,2007-08-24,2007-07-24,19149,PHILADELPHIA
RITE AID #11146,PP414366L,Out of Business,1990-09-26,2010-07-15,2009-08-13,19342,GLEN MILLS
RITE AID #11147,PP411089L,Out of Business,1977-07-08,2009-08-31,2007-07-24,19344,HONEY BROOK
RITE AID #11149,PP413925L,Out of Business,1987-05-01,2017-03-14,2015-07-18,19355,FRAZER
RITE AID #11150,PP411523L,Out of Business,1977-10-04,2018-02-27,2017-07-28,19363,OXFORD
RITE AID #11156,PP412853L,Out of Business,1977-07-11,2008-11-03,2007-07-24,19390,WEST GROVE
RITE AID #11157,PP481520,Out of Business,2005-11-04,2010-06-17,2009-08-13,19403,NORRISTOWN
RITE AID #11159,PP411660L,Out of Business,1979-01-29,2009-05-29,2007-07-24,19426,COLLEGEVILLE
RITE AID #11161,PP413630L,Out of Business,1983-10-19,2007-07-20,2007-07-24,19446,LANSDALE
RITE AID #11163,PP414369L,Out of Business,1990-10-10,2012-05-25,2011-07-08,19446,LANSDALE
RITE AID #11164,PP414859L,Out of Business,1994-03-25,2010-01-08,2009-08-13,19454,NORTH WALES
RITE AID #11167,PP481385,Out of Business,2004-08-30,2010-06-18,2009-08-13,19464,POTTSTOWN
RITE AID #11168,PP481369,Out of Business,2004-07-14,2008-04-17,2007-07-24,19468,LIMERICK
RITE AID #6813,PP410757L,Out of Business,1977-08-15,2017-02-26,2015-06-17,18407,CARBONDALE
RITE AID #7785,PP410798L,Out of Business,1977-11-03,2010-01-30,2009-08-13,19136,PHILADELPHIA
RITE AID #7803,PP412111L,Out of Business,1977-07-13,2010-03-19,2009-08-13,19154,PHILADELPHIA
RITE AID #7895,PP410136L,Out of Business,1977-07-11,2007-10-04,2007-07-13,15009,BEAVER
